編號,專案,日期,月,日,星期,是否假日,時長,機位數量,工作性質,花絮,視訊切換,視訊連線,PA音控,大場分小場,導播人數,攝影人數,音控人數,直播人數,機動人數,花絮人數,視訊切換人數,視訊連線人數,人數
421,DT x NI優立測 進場,2025/4/9,4,9,3,0,6.5,3,進場,0,1,0,1,0,0,1,1,0,1,0,1,0,4
422,DT x NI優立測,2025/4/10,4,10,4,0,6,3,錄製,0,1,0,1,0,1,2,1,0,1,0,1,0,6
423,DT x Adlink 現場場控*3 進場,2025/4/11,4,11,5,0,7.5,0,進場,0,0,0,0,0,0,0,0,0,0,0,3,0,3
424,優視德 DAY1,2025/4/12,4,12,6,1,6,1,錄製,1,0,0,0,0,0,1,1,0,1,1,0,0,4
425,優視德 DAY2,2025/4/13,4,13,7,1,7,1,錄製,1,0,0,0,0,0,1,1,0,1,1,0,0,4
426,環境部 x 台綜院,2025/4/14,4,14,1,0,5,1,直播,0,0,0,0,0,0,1,1,1,0,0,0,0,3
427,DT x Adlink 現場場控*3,2025/4/15,4,15,2,0,4.5,0,錄製,0,0,0,0,0,0,0,0,0,0,0,3,0,3
428,DT x Ti 進場,2025/4/15,4,15,2,0,9,0,進場,0,1,0,0,0,0,0,1,1,1,0,0,0,3
429,DT x Ti,2025/4/16,4,16,3,0,7.5,0,錄製,0,1,0,0,0,0,1,1,1,0,0,0,0,3
430,環境部 x 台綜院 淨零永續綠生活,2025/4/16,4,16,3,0,7,3,直播,0,0,0,0,0,1,2,1,1,0,0,0,0,5
431,利眾 x Dyson,2025/4/16,4,16,3,0,7,3,錄製,0,0,0,0,0,1,3,0,0,2,0,0,0,6
432,BN x智慧零售決勝點 AI x 數據驅動個人化體驗,2025/4/17,4,17,4,0,8.5,1,錄製,0,0,0,0,0,0,1,1,0,1,0,1,0,4
433,環境部 x 台綜院,2025/4/18,4,18,5,0,5.5,3,直播,0,0,0,0,0,1,2,1,1,0,0,0,0,5
434,永豐舞蹈拍攝 @單機錄製,2025/4/20,4,20,7,1,3.5,1,錄製,0,0,0,0,0,0,1,0,0,0,0,0,0,1
435,Merz,2025/4/21,4,21,1,0,4.5,1,錄製,0,1,0,0,0,0,1,1,0,0,0,1,0,3
436,360 Mobility Forum 智駕共創 馳騁新局,2025/4/24,4,24,4,0,8.5,1,錄製,0,0,0,0,0,0,1,1,0,1,0,0,0,3
437,英飛凌30周年人物影片攝影,2025/4/25,4,25,5,0,7,2,錄製,0,0,0,0,0,0,2,0,0,2,0,0,0,4
438,BN x 中華電信,2025/4/25,4,25,5,0,8.5,3,直播,0,0,0,0,0,1,2,1,1,0,0,0,0,5
439,環境用藥管理與選購記者會,2025/4/29,4,29,2,0,4,1,直播,0,0,0,0,0,0,1,1,1,0,0,0,0,3
440,BNx打造全方位Al行銷人才,2025/4/29,4,29,2,0,4,0,直播,0,0,1,0,0,0,0,0,1,0,0,0,1,2
441,創立 x 直覺@場控,2025/5/2,5,2,5,0,4,0,進場,0,1,0,0,0,0,0,0,0,1,0,2,0,3
442,MERZ @單機轉播,2025/5/2,5,2,5,0,4,1,錄製,0,0,0,0,0,0,1,1,0,1,0,0,0,3
443,異象醫療 ＠單機直播,2025/5/3,5,3,6,1,4.5,1,直播,1,0,0,0,0,0,1,1,1,1,0,0,0,4
444,創立 x 直覺@場控,2025/5/3,5,3,6,1,10,0,錄製,0,0,0,0,0,0,0,0,0,0,0,2,0,2
445,影響力,2025/5/4,5,4,7,1,4.5,1,直播,0,1,1,0,0,0,1,0,0,0,0,1,1,3
446,環境部－運輸部門社會溝通會議,2025/5/6,5,6,2,0,6,3,直播,0,0,0,0,0,1,2,1,1,0,0,0,0,5
447,BN x 棚內單機直播,2025/5/7,5,7,3,0,7,1,直播,0,0,0,0,0,0,1,1,1,0,0,0,0,3
448,Merz,2025/5/9,5,9,5,0,5.5,1,錄製,0,1,0,0,0,0,1,1,0,0,0,1,0,3
449,聯邦快遞,2025/5/9,5,9,5,0,3.5,1,錄製,0,0,0,0,0,0,1,1,0,1,0,0,0,3
450,聯邦快遞 現場直播推流,2025/5/13,5,13,2,0,4,1,直播,0,0,0,0,0,0,1,1,1,1,0,0,0,4
451,農業部門減碳旗艦行動計畫社會溝通議題,2025/5/13,5,13,2,0,6,3,直播,0,0,0,0,0,0,2,2,1,0,0,0,0,5
452,台北市士林社子島地區區段徵收事業計畫公聽會,2025/5/14,5,14,3,0,7.5,3,直播,0,0,0,0,0,1,2,1,1,0,0,0,0,5
453,中小企業 x 體育署 台灣國際品牌研習營 系列論壇（含進場）,2025/5/14,5,14,3,0,7,1,錄製,0,1,0,0,0,0,1,2,0,1,0,1,0,5
454,君綺醫美,2025/5/15,5,15,4,0,6,3,直播,0,0,0,0,1,1,3,2,2,0,0,0,0,8
455,庫泊 x 籃網球,2025/5/16,5,16,5,0,9.5,4,直播,0,0,0,0,0,1,4,1,1,1,0,0,0,8
456,源創進場,2025/5/18,5,18,7,1,5,3,進場,0,0,1,0,0,0,0,0,0,3,0,0,0,3
457,源創 x Qnity,2025/5/19,5,19,1,0,9,3,直播,0,0,1,0,0,1,2,1,1,0,0,0,0,5
458,InnoVEX*Center Day1,2025/5/20,5,20,2,0,8,3,直播,0,0,0,0,0,1,2,1,1,0,0,0,0,5
459,InnoVEX*PI Day1,2025/5/20,5,20,2,0,7,3,錄製,0,0,0,0,0,1,2,1,0,0,0,0,0,4
460,InnoVEX*PI Day2,2025/5/21,5,21,3,0,7,3,錄製,0,0,0,0,0,1,2,1,0,0,0,0,0,4
461,InnoVEX*Center Day2,2025/5/21,5,21,3,0,8,3,直播,0,0,0,0,0,1,2,1,1,0,0,0,0,5
462,博思 x SYM 新車發表會 進場,2025/5/21,5,21,3,0,4.5,4,進場,0,0,0,0,0,1,0,0,1,2,0,0,0,4
463,博思 x SYM 新車發表會,2025/5/22,5,22,4,0,6,4,直播,0,0,0,0,0,1,3,1,1,0,0,0,0,6
464,InnoVEX*PI Day3,2025/5/22,5,22,4,0,8,3,直播,0,0,0,0,0,1,2,1,1,0,0,0,0,5
465,台綜院x環境部,2025/5/23,5,23,5,0,6,3,直播,0,0,0,0,0,1,2,1,1,0,0,0,0,5
466,InnoVEX*PI Day4,2025/5/23,5,23,5,0,6,3,錄製,0,0,0,0,0,1,2,1,0,0,0,0,0,4
467,InnoVEX*Center Day4,2025/5/23,5,23,5,0,6,3,直播,0,0,0,0,0,1,2,1,1,0,0,0,0,5
468,異象醫藥 控台,2025/5/24,5,24,6,1,11.5,0,錄製,0,1,0,0,0,0,0,0,0,1,0,1,0,2
469,影響力量 視訊切換場控執行,2025/5/25,5,25,7,1,4.5,0,錄製,0,1,0,0,0,0,0,0,0,1,0,1,0,2
470,促進安控裝置加值轉型實證補助徵案說明會,2025/5/28,5,28,3,0,3,1,錄製,0,0,0,0,0,0,1,1,0,1,0,0,0,3
